sample,cosine_similarity,reconstruction_error
TCGA-62-A470-01A-11D-A24D-08,0.8989112916415701,19.056376025297592
TCGA-62-A471-01A-12D-A24D-08,0.9696082398695439,28.32497267547963
TCGA-64-1676-01A-01D-0969-08,0.9729234499639806,96.10479841410627
TCGA-64-1676-01A-01W-0928-08,0.9718854991395127,92.44111170528735
TCGA-64-1677-01A-01W-0928-08,0.9514950794679976,33.22822290187725
TCGA-64-1678-01A-01W-0928-08,0.9742046461656554,71.17977007207574
TCGA-64-1679-01A-21D-2063-08,0.9783287482494439,80.72627650250602
TCGA-64-5774-01A-01D-1625-08,0.9077494282204742,25.492351457167615
TCGA-64-5775-01A-01D-1625-08,0.9747665516115122,78.494994011418
TCGA-64-5778-01A-01D-1625-08,0.9605521672722572,74.2088079319198
TCGA-64-5779-01A-01D-1625-08,0.9661371738998051,57.44870300966802
TCGA-64-5781-01A-01D-1625-08,0.9699378575256535,171.42535708628185
TCGA-64-5815-01A-01D-1625-08,0.9254956268460881,29.46558619632098
TCGA-67-3770-01A-01D-0969-08,0.9445559008923291,32.10099344816781
TCGA-67-3770-01A-01W-0928-08,0.9476560570635237,30.85232670437223
TCGA-67-3771-01A-01D-1040-01,0.9806906921023383,173.3210930403686
TCGA-67-3771-01A-01W-0928-08,0.9843221755324718,173.47991691419114
TCGA-67-3774-01A-01D-1040-01,0.8994976053460286,17.37404585043327
TCGA-67-4679-01B-01D-1753-08,0.9311669150605395,44.72095006788694
TCGA-67-6215-01A-11D-1753-08,0.9597057548759432,27.127961721422466
TCGA-67-6217-01A-11D-1753-08,0.9462076444063894,30.201751055065834
TCGA-69-7765-01A-11D-2167-08,0.9735578681848566,101.53929125563515
TCGA-69-7973-01A-11D-2184-08,0.9593888519378492,42.14407494340074
TCGA-69-7974-01A-11D-2184-08,0.9709179129014772,69.7371956515532
TCGA-69-7978-01A-11D-2184-08,0.9686128887481301,96.84262840173795
TCGA-69-7979-01A-11D-2184-08,0.9828127515725124,242.15975100598223
TCGA-69-7980-01A-11D-2184-08,0.9826336007764913,121.68721421590934
TCGA-69-8253-01A-11D-2284-08,0.8505974035608964,25.725792675104586
TCGA-69-8255-01A-11D-2284-08,0.9150511910766622,41.48381011643871
TCGA-69-A59K-01A-11D-A25L-08,0.9707608658367242,79.98932530357635
TCGA-73-4658-01A-01D-1753-08,0.9744282681238566,58.6637071369824
TCGA-73-4659-01A-01D-1265-08,0.8798558389971874,36.78515791640033
TCGA-73-4662-01A-01D-1265-08,0.9482091550078353,28.98675295450309
TCGA-73-4666-01A-01D-1265-08,0.9549438767262337,54.92357664190068
TCGA-73-4668-01A-01D-1265-08,0.9586326977322367,68.54895906052084
TCGA-73-4670-01A-01D-1265-08,0.9481111679486105,47.43803304042595
TCGA-73-4677-01A-01D-1265-08,0.9523934610924591,42.49659993333449
TCGA-73-7498-01A-12D-2184-08,0.9085041833832913,17.755643602511675
TCGA-73-A9RS-01A-11D-A410-08,0.9798736694212036,162.41072009101308
TCGA-75-5122-01A-01D-1753-08,0.8977401610539972,20.173630794363334
TCGA-75-5125-01A-01D-1753-08,0.9310348475746449,24.683751498121975
TCGA-75-5126-01A-01D-1753-08,0.9754556388006539,97.28532550778174
TCGA-75-5146-01A-01D-1625-08,0.9382889320380357,31.510982245800122
TCGA-75-6211-01A-11D-1753-08,0.9581876558345812,55.41091284488244
TCGA-75-6214-01A-41D-1945-08,0.9730576670533176,109.12599630231475
TCGA-75-7027-01A-11D-1945-08,0.9392640439090506,37.193486145402545
TCGA-75-7031-01A-11D-1945-08,0.9169731933145748,29.25835395293499
TCGA-78-7145-01A-11D-2036-08,0.8569567781236276,29.3246150328823
TCGA-78-7146-01A-11D-2036-08,0.956658944308648,54.49274079109741
TCGA-78-7147-01A-11D-2036-08,0.9476276291146573,46.735582193382015
TCGA-78-7148-01A-11D-2036-08,0.9603215401810619,30.771920673796647
TCGA-78-7149-01A-11D-2036-08,0.9656962941247291,30.984613197867493
TCGA-78-7150-01A-21D-2036-08,0.9679848441634943,70.87181512144004
TCGA-78-7152-01A-11D-2036-08,0.9449081263920053,38.87365560376875
TCGA-78-7154-01A-11D-2036-08,0.9758922412590404,49.03766399019328
TCGA-78-7155-01A-11D-2036-08,0.9879864688919354,225.22286838703025
TCGA-78-7156-01A-11D-2036-08,0.9816946932003628,59.83089174153829
TCGA-78-7158-01A-11D-2036-08,0.9412733607116701,35.31797883900557
TCGA-78-7159-01A-11D-2036-08,0.9766811320169212,43.44896505746289
TCGA-78-7161-01A-11D-2036-08,0.902196932356857,28.68206282654255
TCGA-78-7166-01A-12D-2063-08,0.9601398546473506,40.4762027728405
TCGA-78-7220-01A-11D-2036-08,0.9799420746608262,123.47836978511218
TCGA-78-7535-01A-11D-2063-08,0.935325820114417,26.760604060022068
TCGA-78-7536-01A-11D-2063-08,0.9703382588891297,96.91443430541328
TCGA-78-7537-01A-11D-2063-08,0.8713080328868479,21.63156250998743
TCGA-78-7539-01A-11D-2063-08,0.9785439112150572,107.92133877150677
TCGA-78-7542-01A-21D-2063-08,0.9569570935411871,63.61466357805388
TCGA-78-7633-01A-11D-2063-08,0.8687294584158947,19.413354578625484
TCGA-78-8640-01A-11D-2393-08,0.9761943552185733,102.68703846051216
TCGA-78-8660-01A-11D-2393-08,0.9444518819660029,35.56523189183259
TCGA-78-8662-01A-11D-2393-08,0.980859818429852,169.13312731410625
TCGA-80-5607-01A-31D-1945-08,0.9768127103003303,40.881580239397245
TCGA-80-5608-01A-31D-1945-08,0.9313581829713736,27.49013154132906
TCGA-80-5611-01A-01D-1625-08,0.9227855493797219,26.902369045364473
TCGA-83-5908-01A-21D-2284-08,0.9361941132396252,38.745970671132554
TCGA-86-6851-01A-11D-1945-08,0.9866648000249469,133.06512409522364
TCGA-86-7701-01A-11D-2167-08,0.9266752501443088,30.917662174057977
TCGA-86-7711-01A-11D-2063-08,0.937029572121977,33.78479200490171
TCGA-86-7713-01A-11D-2063-08,0.8943001116182929,26.850557822863117
TCGA-86-7954-01A-11D-2184-08,0.9173262207048878,28.73529243990002
TCGA-86-7955-01A-11D-2184-08,0.9388589595045448,46.19948739323893
TCGA-86-8054-01A-11D-2238-08,0.9366557161765746,33.12597921596168
TCGA-86-8056-01A-11D-2238-08,0.9761040408901445,59.55227974179578
TCGA-86-8073-01A-11D-2238-08,0.9865915545926128,246.73048503050393
TCGA-86-8279-01A-11D-2284-08,0.9581334547066949,87.0947385797105
TCGA-86-8281-01A-11D-2284-08,0.959175270504853,40.04586042781712
TCGA-86-8359-01A-11D-2323-08,0.9271556203627714,26.828449344920497
